Identifiant;Type d'événement;Ident Type;Lieu de l'événement;Nom Organisme;Type d'organisme;Ident Organisme;Etat;Theme;Style;Catégorie;Genre;Ident Genre;Titre;Texte Début;Texte Milieu;Texte Fin;Commune;Département;Code INSEE;Code Postal;Coordonnées GPS;Date Modification;Jour 1;Jour 2;Jour 3;Jour Du;Jour Au;Jour Min;Jour Max;Mention Gratuit;Mention Payant;Tarif Général;Tarif réduit;Tarif Autre;Photo 1 Chemin;Photo 1 Légende;Photo 1 Crédit;Photo 2 Chemin;Photo 2 Légende;Photo 2 Crédit;Photo 3 Chemin;Photo 3 Légende;Photo 3 Crédit;Age Minimum;Age Maximum;Durée;Mention Complet;Mention Accessible Handicap;Lien Billeterie;Liens Vidéo;Liens Son;Liens Dossiers De Presse;Tags;Groupes;Titre Libre;Texte Libre Court;Texte Libre Long;Groupes Organismes;Nombres Participants;Nombre Exposants;URL Agenda Ouest-France;Groupes Ident;Groupes Organismes Ident;Langues;Langues Ident;Thematiques;Thematiques Ident;Categorie age;Categorie age Ident
5948584;Religion;50;22/La Prénessaye;AD Paroisse;Institution religieuse;185082;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Vie paroissiale;273;Messe pour bénévoles et bienfaiteurs vivants et défunts;Samedi 3 février, 11h30, au sanctuaire de Querrien, La Prénessaye.;;;La Prénessaye;22;22255;22210;48.18296, -2.63441;2019-01-22;2018-02-03;;;;;2018-02-03;2018-02-03;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/la-prenessaye-22255/agenda/messe-pour-benevoles-et-bienfaiteurs-vivants-et-defunts_5948584;;;;;;;;
6287332;Ordure, déchet;13;22/Lamballe-Armor;Lamballe Terre & Mer;Administration, service public, parapublic;140679;V;Pratique;Vie quotidienne;Collecte ordures, déchèterie, balayage;Collecte (cartons et journaux, ordures, ferraille, verre…);188;Collecte de tri sélectif : Lamballe (Saint-Aaron);;La collecte du jeudi 1er novembre est reportée. Les bacs doivent être présentés la veille du ramassage.;Samedi 3 novembre, Lamballe.;Lamballe-Armor;22;22093;22400;48.46806, -2.51626;2019-01-22;2018-11-03;;;;;2018-11-03;2018-11-03;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/collecte-de-tri-selectif-lamballe-saint-aaron_6287332;;;Français;fr_FR;;;;
6299076;Animation jeunes;11;22/Lamballe-Armor;Lamballe Terre & Mer;Administration, service public, parapublic;140679;V;Loisir;Loisirs et sports;Animation loisirs jeunes;Animation;143;Prépare ton forum emplois saisonniers;Samedi 12 janvier, 10h à 12h, salle municipale, Lamballe. Contact : 02 96 50 87 90, pij@lamballe-terre-mer.bzh;;;Lamballe-Armor;22;22093;22400;48.46806, -2.51626;2019-01-22;2019-01-12;;;;;2019-01-12;2019-01-12;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/prepare-ton-forum-emplois-saisonniers_6299076;;;Français;fr_FR;;;;
6130511;Horaire piscine, bibliothèque;16;22/Lamballe-Armor;Rédaction;Autre;30351;V;Pratique;Loisirs et sports;Horaires piscine, bibliothèque ...;Piscine;201;La piscine;Lundi 11 juin, 12h à 13h45 et 17h à 19h, rue des Olympiades, Lamballe. Contact : 02 96 50 13 80.;;;Lamballe-Armor;22;22093;22400;48.4680595398, -2.51625990868;2019-01-22;2018-06-11;;;;;2018-06-11;2018-06-11;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/la-piscine_6130511;;;Français;fr_FR;;;;
6115165;Horaire piscine, bibliothèque;16;22/Lamballe-Armor;Rédaction;Autre;30351;V;Pratique;Loisirs et sports;Horaires piscine, bibliothèque ...;Piscine;201;La piscine;Vendredi 8 juin, 12h à 13h45 et 17h à 20h, rue des Olympiades, Lamballe. Contact : 02 96 50 13 80.;;;Lamballe-Armor;22;22093;22400;48.4680595398, -2.51625990868;2019-01-22;2018-06-08;;;;;2018-06-08;2018-06-08;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/la-piscine_6115165;;;Français;fr_FR;;;;
6115197;Ordure, déchet;13;22/Lamballe-Armor;Rédaction;Autre;30351;V;Pratique;Vie quotidienne;Collecte ordures, déchèterie, balayage;Déchèterie;77;Déchèterie;;"À la zone industrielle de Lanjouan de Lamballe, de 9 h à 12 h et de 14 h à 17 h, 02 96 31 41 80 ; à la Vollée à Planguenoual, de 14 h à 18 h, 02 96 32 95 89 ; à la zone artisanale du Vau-Jaune de Bréhand, de 9 h à 12 h, 02 96 68 90 06.";Lundi 4 juin, Lamballe.;Lamballe-Armor;22;22093;22400;48.46806, -2.51626;2019-01-22;2018-06-04;;;;;2018-06-04;2018-06-04;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/decheterie_6115197;;;Français;fr_FR;;;;
6401262;Horaire piscine, bibliothèque;16;22/Lamballe-Armor;Rédaction;Autre;30351;V;Pratique;Loisirs et sports;Horaires piscine, bibliothèque ...;Bibliothèque;198;Bibliothèque;;"Bibliothèques municipales : Lamballe-centre, 14, rue Père-Ange-Le Proust, 02 96 50 13 68, de 15 h à 19 h ; Meslin, 4, place du Jumelage, 02 96 30 30 57, fermée.";Vendredi 25 janvier, Lamballe.;Lamballe-Armor;22;22093;22400;48.4680595398, -2.51625990868;2019-01-22;2019-01-25;;;;;2019-01-25;2019-01-25;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/bibliotheque_6401262;;;Français;fr_FR;;;;
6115099;Horaire piscine, bibliothèque;16;22/Lamballe-Armor;Rédaction;Autre;30351;V;Pratique;Loisirs et sports;Horaires piscine, bibliothèque ...;Bibliothèque;198;Bibliothèque;;"Bibliothèques municipales : Lamballe-centres, 14, rue Père-Ange-Le Proust, 02 96 50 13 68, de 10 h à 12 h 30 et de 13 h 30 à 17 h 30 ; Meslin, 4, place du Jumelage, 02 96 30 30 57, de 9 h 30 à 12 h 30.";Samedi 9 juin, Lamballe.;Lamballe-Armor;22;22093;22400;48.4680595398, -2.51625990868;2019-01-22;2018-06-09;;;;;2018-06-09;2018-06-09;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/bibliotheque_6115099;;;Français;fr_FR;;;;
6401213;Horaire piscine, bibliothèque;16;22/Lamballe-Armor;Rédaction;Autre;30351;V;Pratique;Loisirs et sports;Horaires piscine, bibliothèque ...;Piscine;201;La piscine;;De 12 h à 17 h et de 20 h à 22 h.;Vendredi 25 janvier, rue des Olympiades, Lamballe. Contact : 02 96 50 13 80.;Lamballe-Armor;22;22093;22400;48.4680595398, -2.51625990868;2019-01-22;2019-01-25;;;;;2019-01-25;2019-01-25;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/lamballe-armor-22093/agenda/la-piscine_6401213;;;Français;fr_FR;;;;
6419334;Cinéma;35;72/Fresnay-sur-Sarthe;Cineambul et Aal, cinéma;Association;145558;V;Loisir;Voir visiter;Cinéma;Cinéma;7;Cinéambul et Faf proposent : Dans les bois;Cinéma.;Documentaire à partir de 6 ans. Au plus près de la vie sauvage. Cette immersion totale dans ces forêts ancestrales est une expérience forte pour les spectateurs de tous âges.;Dimanche 27 janvier, 15h30, salle André-Voisin, place de la Mairie, Fresnay-sur-Sarthe. Tarif 4,50 €, 11e place offerte, carte de fidélité gratuite. Contact : 02 43 34 65 41, 06 81 80 70 61, lecourt5@club-internet.fr, http://www.cineambul72.fr;Fresnay-sur-Sarthe;72;72138;72130;48.28181, 0.0185323;2019-01-22;2019-01-27;;;;;2019-01-27;2019-01-27;non;oui;;;4,50 €, 11e place offerte, carte de fidélité gratuite;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/fresnay-sur-sarthe-72138/agenda/cineambul-et-faf-proposent-dans-les-bois_6419334;;;Français;fr_FR;;;;
6406965;Cinéma;35;72/Fresnay-sur-Sarthe;Cineambul et Aal, cinéma;Association;145558;V;Loisir;Voir visiter;Cinéma;Cinéma;7;Festival Regard sur le monde rural : « Le temps des forêts »;Cinéma.;La forêt française vit une phase d'industrialisation sans précédent. Documentaire d'1 h 43. En présence de Joël Linte, responsable ONF Sarthe et Mayenne.;Lundi 21 janvier, salle André-Voisin, place de la Mairie, Fresnay-sur-Sarthe. Tarif 4.50€, autre : 11e place offerte, carte de fidélité gratuite. Contact : 02 43 34 65 41, 06 81 80 70 61, lecourt5@club-internet.fr, http://cineambul72.fr;Fresnay-sur-Sarthe;72;72138;72130;48.28181, 0.0185323;2019-01-22;2019-01-21;;;;;2019-01-21;2019-01-21;non;oui;4.5;;11e place offerte, carte de fidélité gratuite;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/fresnay-sur-sarthe-72138/agenda/festival-regard-sur-le-monde-rural-le-temps-des-forets_6406965;;;Français;fr_FR;;;;
6243700;Cinéma;35;72/Fresnay-sur-Sarthe;Cineambul et Aal, cinéma;Association;145558;V;Loisir;Voir visiter;Cinéma;Cinéma;7;L’AAL et Cinéambul proposent : La Révolution silencieuse;Cinéma.;Allemagne de l’est, 1956. Kurt, Théo et Lena ont 18 ans et s’apprêtent à passer le bac. Avec leurs camarades, ils décident de faire une minute de silence en classe, en hommage aux révolutionnaires hongrois durement réprimés par l’armée soviétique. 1 h 51.;Lundi 17 septembre, 20h30, salle André-Voisin, place de la Mairie, Fresnay-sur-Sarthe. Tarif 4.50€. Contact : 02 43 34 65 41, 06 81 80 70 61, lecourt5@club-internet.fr;Fresnay-sur-Sarthe;72;72138;72130;48.28181, 0.0185323;2019-01-22;2018-09-17;;;;;2018-09-17;2018-09-17;non;oui;4.5;;;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/fresnay-sur-sarthe-72138/agenda/laal-et-cineambul-proposent-la-revolution-silencieuse_6243700;;;Français;fr_FR;;;;
6263079;Cinéma;35;72/Fresnay-sur-Sarthe;Cineambul et Aal, cinéma;Association;145558;V;Loisir;Voir visiter;Cinéma;Cinéma;7;L’AAL et Cinéambul proposent : « Mes frères »;Cinéma.;Film de Bertrand Guerry. Deux frères, Eddy et Rocco, ont connu leur heure de gloire sur la scène « Rock Indé » à la fin des années 90. On les retrouve dix ans plus tard sur une île, défilant en tête de la fanfare locale. Un soir, leur soeur Lola réapparaît dans leur vie. 1 h 41.;Dimanche 30 septembre, 17h, salle André-Voisin, place de la Mairie, Fresnay-sur-Sarthe. Tarif 4,50 €, carte de fidélité gratuite : 11e place offerte. Contact : 02 43 34 65 41, 06 81 80 70 61, lecourt5@club-internet.fr;Fresnay-sur-Sarthe;72;72138;72130;48.28181, 0.0185323;2019-01-22;2018-09-30;;;;;2018-09-30;2018-09-30;non;oui;;;4,50 €, carte de fidélité gratuite : 11e place offerte;;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/fresnay-sur-sarthe-72138/agenda/laal-et-cineambul-proposent-mes-freres_6263079;;;Français;fr_FR;;;;
6322897;Cinéma;35;72/Fresnay-sur-Sarthe;Cineambul et Aal, cinéma;Association;145558;V;Loisir;Voir visiter;Cinéma;Cinéma;7;L’AAL et Cinéambul proposent : « Mademoiselle de Joncquières »;Cinéma.;Drame, romance d’Emmanuel Mouret d’1 h 49. Une passionnante et moderne radiographie des amours assassines au XVIIIe siècle. (film tourné au chateau de Sourches à Saint-Symphorien). Avec Cécile de France, Edouard Baer, Alice Isaaz.;Dimanche 11 novembre, 17h, salle André-Voisin, place de la Mairie, Fresnay-sur-Sarthe. Tarif 4.50€, autre : une place offerte au bout de 10 entrées (carte de fidélité gratuite). Contact : 02 43 34 65 41, 06 81 80 70 61, lecourt5@club-internet.fr, http://www.cineambul72.fr;Fresnay-sur-Sarthe;72;72138;72130;48.28181, 0.0185323;2019-01-22;2018-11-11;;;;;2018-11-11;2018-11-11;non;oui;4.5;;une place offerte au bout de 10 entrées (carte de fidélité gratuite);;;;;;;;;;;;;;Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/fresnay-sur-sarthe-72138/agenda/laal-et-cineambul-proposent-mademoiselle-de-joncquieres_6322897;;;Français;fr_FR;;;;
6276004;Religion;50;35/Val-Couesnon;Paroisse Notre-Dame du Couesnon;Institution religieuse;122424;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Paroisse Notre-Dame-du-Couesnon.;Dimanche 25 novembre, 10h30, Antrain.;Val-Couesnon;35;35004;35560;48.46387, -1.48018;2019-01-22;2018-11-25;;;;;2018-11-25;2018-11-25;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/val-couesnon-35004/agenda/messe_6276004;;;Français;fr_FR;;;;
5981667;Horaire, permanence;7;56/Ploërmel;Centre d'accès au droit nord Morbihan, accès au droit, information juridique gratuite et confidentielle;Association;247594;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Information juridique gratuite;Permanence.;Information juridique gratuite et confidentielle du Centre d'accès au droit nord Morbihan sur tous domaines : divorce, séparation, contrat de travail, successions, droit pénal, conflits de voisinage. Sur rendez-vous uniquement pris par téléphone, du lundi au vendredi.;Lundi 5 mars, 9h à 12h et 14h à 17h, mairie, Ploërmel. Contact et réservation : 02 97 27 39 63.;Ploërmel;56;56165;56800;47.93003, -2.396908;2019-01-22;2018-03-05;;;;;2018-03-05;2018-03-05;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/information-juridique-gratuite_5981667;;;;;;;;
5950434;Horaire, permanence;7;56/Ploërmel;Centre d'accès au droit nord Morbihan, accès au droit, information juridique gratuite et confidentielle;Association;247594;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Information juridique gratuite;Permanence.;Information juridique gratuite et confidentielle du Centre d'accès au droit nord Morbihan sur tous domaines : divorce, séparation, contrat de travail, successions, droit pénal, conflits de voisinage. Sur rendez-vous uniquement pris par téléphone, du lundi au vendredi.;Lundi 12 février, 9h à 12h et 14h à 17h, mairie, Ploërmel. Contact et réservation : 02 97 27 39 63.;Ploërmel;56;56165;56800;47.93003, -2.396908;2019-01-22;2018-02-12;;;;;2018-02-12;2018-02-12;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/information-juridique-gratuite_5950434;;;;;;;;
6348846;Horaire, permanence;7;56/Ploërmel;Centre d'accès au droit nord Morbihan, accès au droit, information juridique gratuite et confidentielle;Association;247594;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Information juridique gratuite;Permanence.;Information juridique gratuite et confidentielle du Centre d'accès au droit nord Morbihan sur tous domaines : divorce, séparation, contrat de travail, successions, droit pénal, conflits de voisinage. Sur rendez-vous uniquement pris par téléphone, du lundi au vendredi.;Vendredi 7 décembre, 9h à 12h, mairie, Ploërmel. Contact et réservation : 02 97 27 39 63.;Ploërmel;56;56165;56800;47.93003, -2.396908;2019-01-22;2018-12-07;;;;;2018-12-07;2018-12-07;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/information-juridique-gratuite_6348846;;;Français;fr_FR;;;;
6420429;Horaire, permanence;7;56/Ploërmel;Centre d'accès au droit nord Morbihan, accès au droit, information juridique gratuite et confidentielle;Association;247594;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Information juridique gratuite;Permanence.;Information juridique gratuite et confidentielle du Centre d'accès au droit nord Morbihan sur tous domaines : divorce, séparation, contrat de travail, successions, droit pénal, conflits de voisinage. Sur rendez-vous uniquement pris par téléphone, du lundi au vendredi.;Vendredi 1er février, 9h à 12h, mairie, Ploërmel. Contact et réservation : 02 97 27 39 63.;Ploërmel;56;56165;56800;47.93003, -2.396908;2019-01-22;2019-02-01;;;;;2019-02-01;2019-02-01;non;non;;;;;;;;;;;;;;;;;Auditif|Visuel|Mental|Moteur;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/information-juridique-gratuite_6420429;;;Français|Anglais;fr_FR|en_GB;;;;
5920288;Horaire, permanence;7;56/Ploërmel;Centre d'accès au droit nord Morbihan, accès au droit, information juridique gratuite et confidentielle;Association;247594;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Information juridique gratuite et confidentielle;Permanence.;Le centre d'accès au droit, nord Morbihan délivre des informations sur tous domaines : divorce, séparation, contrat de travail, successions, droit pénal, conflits de voisinage. Sur rendez-vous uniquement pris par téléphone, du lundi au vendredi de 9 h à 12 h et de 14 h à 17 h.;Vendredi 26 janvier, 14h à 17h, mairie, Ploërmel. Contact et réservation : 02 97 27 39 63.;Ploërmel;56;56165;56800;47.93003, -2.396908;2019-01-22;2018-01-26;;;;;2018-01-26;2018-01-26;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/information-juridique-gratuite-et-confidentielle_5920288;;;;;;;;
6239406;Horaire, permanence;7;56/Ploërmel;Centre d'accès au droit nord Morbihan, accès au droit, information juridique gratuite et confidentielle;Association;247594;V;Pratique;Vie quotidienne;Horaires, ouverture, permanence;Permanence;87;Information juridique gratuite;Permanence.;Information juridique gratuite et confidentielle du Centre d’accès au droit nord Morbihan sur tous domaines : divorce, séparation, contrat de travail, successions, droit pénal, conflits de voisinage. Sur rendez-vous uniquement pris par téléphone, du lundi au vendredi.;Lundi 17 septembre, 9h à 12h et 14h à 17h, mairie, Ploërmel. Contact et réservation : 02 97 27 39 63.;Ploërmel;56;56165;56800;47.93003, -2.396908;2019-01-22;2018-09-17;;;;;2018-09-17;2018-09-17;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/ploermel-56165/agenda/information-juridique-gratuite_6239406;;;Français;fr_FR;;;;
5944722;Concert;15;79/Saint-Pardoux-Soutiers;Correspondant de presse;Autre;250016;V;Loisir;Concerts, spectacles;Concert, spectacle musical;Autre;168;Concert au salon;;L'association Les Arts'P'tits Culteurs recoit Anne Danais et Claudine Lebègue pour la beauté des ponts. Sur réservation, places limitées.;Vendredi 9 février, 20h30, la grange à Robert, la Garde, Saint-Pardoux. Tarif 10€, autre : Adhérents : 8 €. Réservation : 05 49 94 66 71.;Saint-Pardoux-Soutiers;79;79285;79310;46.57156, -0.30645;2019-01-22;2018-02-09;;;;;2018-02-09;2018-02-09;non;oui;10.0;;Adhérents : 8 €;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/saint-pardoux-soutiers-79285/agenda/concert-au-salon_5944722;;;;;;;;
5962878;Cérémonie, commémoration;38;35/Val-Couesnon;Paroisse Notre-Dame du Couesnon;Institution religieuse;122424;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Célébration;107;Mercredi des Cendres;Mercredi 14 février, 20h, paroisse Notre-Dame-du-Couesnon, Antrain.;;;Val-Couesnon;35;35004;35560;48.46387, -1.48018;2019-01-22;2018-02-14;;;;;2018-02-14;2018-02-14;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/val-couesnon-35004/agenda/mercredi-des-cendres_5962878;;;;;;;;
6188074;Religion;50;35/Marcillé-Raoul;Paroisse Notre-Dame du Couesnon;Institution religieuse;122424;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Paroisse Notre-Dame-du-Couesnon.;Dimanche 16 septembre, 10h30, Marcillé-Raoul.;Marcillé-Raoul;35;35164;35560;48.38691, -1.60689;2019-01-22;2018-09-16;;;;;2018-09-16;2018-09-16;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/marcille-raoul-35164/agenda/messe_6188074;;;Français;fr_FR;;;;
6188118;Religion;50;35/Val-Couesnon;Paroisse Notre-Dame du Couesnon;Institution religieuse;122424;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Paroisse Notre-Dame-du-Couesnon.;Samedi 8 septembre, 18h, La Fontenelle.;Val-Couesnon;35;35004;35560;48.46819, -1.50306;2019-01-22;2018-09-08;;;;;2018-09-08;2018-09-08;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/val-couesnon-35004/agenda/messe_6188118;;;Français;fr_FR;;;;
6377271;Religion;50;35/Val-Couesnon;Paroisse Notre-Dame du Couesnon;Institution religieuse;122424;V;Pratique;Réunions formations cérémonies;Cérémonie, commémoration, religions;Messe;108;Messe;;Paroisse Notre-Dame-du-Couesnon.;Samedi 5 janvier, 18h, La Fontenelle.;Val-Couesnon;35;35004;35560;48.46819, -1.50306;2019-01-22;2019-01-05;;;;;2019-01-05;2019-01-05;non;non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://infolocale.ouest-france.fr/val-couesnon-35004/agenda/messe_6377271;;;Français;fr_FR;;;;
6401429;Communiqué public;5;79/Saint-Pardoux-Soutiers;Correspondant de presse;Autre;250016;V;Pratique;Vie quotidienne;Autres communiqués des administrations (mairie...);Autre;270;Cahier de doléances;;Mis en place par la municipalité. Acessible aux habitants de Saint-Pardoux-Soutiers.;Jeudi 10 janvier, mairie, Saint-Pardoux.;Saint-Pardoux-Soutiers;79;79285;79310;46.57156, -0.30645;2019-01-22;2019-01-10;;;;;2019-01-10;2019-01-10;non;non;;;;;;;;;;;;;;;;;;;;;;;Le grand débat national;;;;;;;https://infolocale.ouest-france.fr/saint-pardoux-soutiers-79285/agenda/cahier-de-doleances_6401429;34;;Français;fr_FR;;;;
